
"N° PA (lien EAM A010)";"Type de PA";"Discipline";"Libellé du PA";"Date création PA";"Date échéance PA";"Repère équipement";"Site responsable plan d'actions";"Groupe responsable";"Service responsable PA";"Nom responsable PA";"Impact CPP/CSP";"Libellé statut plan d'action";"Date modif statut";"Type de note";"Notes concaténées";
"00046262 ";"DOCN";" ";"DI001 - MEA PROGR BASE MAINT PREVENT SDM - 1234C2017 DAM";"26/09/16";"30/06/17";" ";"DAM";"PAIPEPI";;;;"APPROUVÉ";"16/01/17";"D";"COMMENTAIRES ILD AU CLIP 71 DU 21/09/2016 : ""1 PBMP GC ( avec prise en compte EIPR) + 14 PNM Création d'1 PA (00046262) pilote PAIPEPI (Vincent Léger) 1234C2017, échéance 31/03/2017, 1 action IPE (PAIPEPI Vincent Léger) Le pilote fera une analyse de non régression en cas d'intégration par campagne. Il créera des actions éventuelles pour SLT, SPR, MTE, MSR, SFI enviro. et SCO (cf §3.18)."" Report au 30/06/2017 (prépa AT2018) suite erreur initiale au 31/03/2017.";
"00047047 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°230 à 231 2016";"10/10/16";"22/12/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"10/10/16";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°230 à 231 2016. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. Commentaire du CLIP 72 du 05/10/16 : ""Nouvelle forme de prescription des FDD. Décision de regrouper les FDD d'un même CLIP dans un seul PA. Création d'1PA(00047047) """"Intégration des DEDs SDIN FDD n°230 et 231"""" pilote PAIDSILD 1234C2016 échéance 30/11/2016 avec 1 action par métier""";
"00047067 ";"DOCN";"VCL";"DI001 - MEA de PB900DVK0100FA01 - 3C2017 DAM";"10/10/16";"31/12/17";" ";"DAM";"PAIDSPRSYS";;;;"APPROUVÉ";"10/10/16";"D";" CADRE : PNPP1628 CONFINEMENT PTR CONTEXTE:   Limitation rejets par évents PTR APPLICABILITE : CPY DECLINAISON COMPLETE : OUI CHARGE DE TRAVAIL : 2h pour documentation site CHARGE DE TRAVAIL : 2h pour intégration SI COMMENTAIRE DU CLIP 72 DU 05/10/16 : ""Contrôle visuel externe de disque de rupture => Pas de Cl 4 Passé en Clip68 : Suite PNPP1628 ( TR1 et TR2 prévues au 2ème semestre 2016, ), contrôle annuel visuel du disque de rupture DVK001DK. La SP va rédiger une gamme SDIN et fournir les objets. Attente PA DOCN Palier. Cette FA PBMP rentrera dans la nouvelle LDA CL3 DAM. => Création d'un PA par tranche Pilote PAIDSPI (Romain Dupont pour Christian Pénard) avec 1 action PAMECPI (Maxime Belpeer) et 1 action DOC pour effectivité PA Tranche 1 (00047062), 1C2017, échéance : 31/03/2017 PA Tranche 2 (00047066), 2C2016, échéance : 31/12/2016 PA Tranche 3 (00047067), 3C2017, échéance : 31/12/2017 PA Tranche 4 (00047087), 4C2018, échéance : 31/12/2018""";
"00047087 ";"DOCN";"VCL";"DI001 - MEA de PB900DVK0100FA01 - 4C2018 DAM";"10/10/16";"31/12/18";" ";"DAM";"PAIDSPRSYS";;;;"APPROUVÉ";"10/10/16";"D";" CADRE : PNPP1628 CONFINEMENT PTR CONTEXTE:   Limitation rejets par évents PTR APPLICABILITE : CPY DECLINAISON COMPLETE : OUI CHARGE DE TRAVAIL : 2h pour documentation site CHARGE DE TRAVAIL : 2h pour intégration SI COMMENTAIRE DU CLIP 72 DU 05/10/16 : ""Contrôle visuel externe de disque de rupture => Pas de Cl 4 Passé en Clip68 : Suite PNPP1628 ( TR1 et TR2 prévues au 2ème semestre 2016, ), contrôle annuel visuel du disque de rupture DVK001DK. La SP va rédiger une gamme SDIN et fournir les objets. Attente PA DOCN Palier. Cette FA PBMP rentrera dans la nouvelle LDA CL3 DAM. => Création d'un PA par tranche Pilote PAIDSPI (Romain Dupont pour Christian Pénard) avec 1 action PAMECPI (Maxime Belpeer) et 1 action DOC pour effectivité PA Tranche 1 (00047062), 1C2017, échéance : 31/03/2017 PA Tranche 2 (00047066), 2C2016, échéance : 31/12/2016 PA Tranche 3 (00047067), 3C2017, échéance : 31/12/2017 PA Tranche 4 (00047087), 4C2018, échéance : 31/12/2018""";
"00047499 ";"DOCN";"SIR";"[PIE] - fonction GCT606TY-B 1234P 2017-2018";"17/10/16";"18/04/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"18/10/16";"D";" Note d'étude : D5140/NT/07.090 ind.d PIE1GCT606TY-B ind.4 / PIE2GCT606TY-B ind.4 PIE3GCT606TY-B ind.4 / PIE4GCT606TY-B ind.4 Ajout des caissons GCT comme accessoires sous pression. Les ZS de ces caissons sont maintenant rattachées aux lignes qui les supportent. Après intégration de ce PADOCN, les PIE xGCT01XBAB liés aux caissons seront annulés. Supprimer tous les liens dans l'EAM. Reprendre les états descriptifs des caissons GCT au niveau des diamètres. A transmettre au SIR pour archivage. Piquage diaphragme D : 323,9 au lieu de 323,0 Piquage vidange J : 88,9 au lieu de 88,0 Ajout des lignes entre les barillets comme faisant partie des barillets. Suppression du sondage pour la ZS E3-1. Ajout des ZS liées aux caissons GCT. Mise à jour des contrôles faits lors des IP.";
"00047790 ";"DOCN";"ENV";"DI001 - MEA REGLE ENVIRON ETIQUET SUBST DANG - 1234C2017 DAM";"19/10/16";"01/06/17";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"21/10/16";"D";" COMMENTAIRES ILD AU CLIP 73 DU 19/10/2016 : ""Mise en application de la règle environnement D455015024712 ind.0 Création d'1PA(00047790), 1234C2017, Échéance réglementaire 01/06/2017, pilote PAIDSPI (Romain Dupont pour Lamia Lamoureux) Actions à créer par le pilote en fonction des conclusions du GT en cours""";
"00047824 ";"DOCN";" ";"DI001 - MEA PP58 SEANCE D ACCUEIL PRESTA - 1234C2017 DAM";"19/10/16";"16/03/17";" ";"DAM";"PASPRPI";;;;"APPROUVÉ";"16/03/17";"D";" COMMENTAIRES ILD AU CLIP 73 DU 19/10/2016 : ""Mise à jour de la PP58 (ref D455015071132) pour intégration des décisions du  comité prévention des risques sécurité d'Avril 2015. Création d'1PA(00047824), 1234C2017, échéance 01/03/2017, pilote PASPRPI (P Gonnet)""";
"00047858 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°232 à 233 OCTO 2016";"20/10/16";"31/12/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"21/10/16";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°224 à 227 soit jusque fin AOUT 2016. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. Commentaire du CLIP 70 du 07/09/16 : ""Nouvelle forme de prescription des FDD. A regrouper dans le PA mensuel des FDD ou appliquer la règle 1 courrier = 1 PA => OUI Création d'1PA(00045300) """"Intégration des DEDs SDIN FDD n°224 à 227"""" pilote PAIDSILD 1234C2016 échéance 30/11/2016 avec 1 action par métier"" COMMENTAIRES ILD AU CLIP 73 DU 19/10/2016 : Création d'1PA(00047858) ""Intégration des DEDs SDIN FDD n°232 & 233  pilote PAIDSILD 1234C2016 échéance 31/12/2016 avec 1 action par métier ILD : ne pas tenir compte des 19 premières lignes de cette description. Erreur de saisie.";
"00047867 ";"DOCN";" ";"DI001 - MEA GUIDE MANAGEMENT 102 - 1234C2016 DAM";"20/10/16";"31/12/16";" ";"DAM";"PAMAGPRDOC";;;;"APPROUVÉ";"04/11/16";"D";" COMMENTAIRES ILD AU CLIP 73 DU 19/10/2016 : ""Prise en compte avant le 01/01/2017, transfert de l'appro des Cat.3 des sites vers UTO. Création d'un PA (00047867) pilote PALNUPI (Benjamin LABAT) 1234C2016, échéance 31/12/2016, 1 action PAMAGPI (Olivier Charpentier)""";
"00047961 ";"DOCN";" ";"DI001 - MEA GAM MUTUALIS SUITE REX EXP - 1234C2016 DAM";"21/10/16";"31/01/17";" ";"DAM";"PAAUTPI";;;;"APPROUVÉ";"30/01/17";"D";" COMMENTAIRES ILD AU CLIP 73 DU 19/10/2016 : ""Création nouvel EPAREA410 Création d'1 PA (00047961) 1234C2016, échéance 15/12/2016 (2 mois), pilote PAAUTPI (Mathieu Pradille) , 1 action Auto PAAUTPI (Mathieu Pradille pour Michel LHOMME)""";
"00047961 ";"DOCN";" ";"DI001 - MEA GAM MUTUALIS SUITE REX EXP - 1234C2016 DAM";"21/10/16";"31/01/17";" ";"DAM";"PAAUTPI";;;;"APPROUVÉ";"30/01/17";"S";"Pas de prescription classe 3. Intégration refusée par le métier";
"00048710 ";"DOCN";"CHA";"DI001 - REQUALIF. PERIODIQUE SOUPAPES SEBIM - 1234P2017 DAM";"03/11/16";"31/12/16";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"07/11/16";"D";" COMMENTAIRES ILD AU CLIP 74 DU 02/11/2016 : ""Courrier O. COADEBEZ : Les évolutions consistent à convoquer l'expert de l'OH pour assister à des phases clés pour la requalification. Les DNRT d'UTO de visite complète des soupapes ou tandems seront modifiés pour intégrer les points d'arrêt. Je vous demande de veiller à la mise en oeuvre sur votre CNPE de ces modalités dès les arrêts de la campagne 2016. Vous veillerez à associer les organismes lors de la préparation. => Création d'un PA (00048710) pilote PAIDSPI (Romain Dupont pour J-L Annes), 1234P2017, échéance 31/12/2016, 1 action ROB (PACHAPI Charlotte Balland)"" Affectation SIF MS (Mustapha ELKHIR)";
"00048710 ";"DOCN";"CHA";"DI001 - REQUALIF. PERIODIQUE SOUPAPES SEBIM - 1234P2017 DAM";"03/11/16";"31/12/16";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"07/11/16";"S";"Analyse des éléments fournis par MSR, conforme. Le PA peut être clôturé. Réalisé le 13/06/17 par SFI J-C. ALLAIS";
"00048714 ";"DOCN";"IDS";"REX HIVER 2012 FROID INTENSE - 1234C2016 DAM";"03/11/16";"30/06/17";" ";"DAM";"PAIDSPI";;;;"APPROUVÉ";"07/11/16";"D";" COMMENTAIRES ILD AU CLIP 74 DU 02/11/2016 : ""Non DI 001 mais des actions préventives à mettre en œuvre avant chaque hiver Création d'un PA (00048714) pilote PAIDSPI (Romain Dupont), 1234C2016, échéance 01/12/2016, 1 action PAAUTPI (Mathieu PRADILLE)""";
"00048714 ";"DOCN";"IDS";"REX HIVER 2012 FROID INTENSE - 1234C2016 DAM";"03/11/16";"30/06/17";" ";"DAM";"PAIDSPI";;;;"APPROUVÉ";"07/11/16";"S";"Modification de l'échéance du PA pour création d'une action pour MTE.";
"00048725 ";"DOCN";" ";"DI001 - REX sur les soupapes SEBIM RRA-RCV - 1234C2016 DAM";"03/11/16";"31/03/17";" ";"DAM";"PACHAPI";;;;"NOTIFIÉ";"04/11/16";"D";" CADRE : Première mutualisation suite à REX d'exploitation CONTEXTE: DED SP9 RO OTM 15 0002 et SP9 PNM 15 0011 APPLICABILITE : CPY DECLINAISON COMPLETE : OUI pour le CP 15 00055 CHARGE DE TRAVAIL : 12h00 pour la documentation site CHARGE DE TRAVAIL : 04h00 pour intégration dans le SI Commentaires:  D'autres MO et objets sur le même périmètre seront prescrits suite à un nouveau REX d'exploitation postérieur à la prescription associée à ce présent PA. Contrairement à la demande du CP1500055, la prescription peut être réalisée par campagne. COMMENTAIRES ILD AU CLIP 74 DU 02/11/2016 : ""Vu en clip 53, en attente de PA DOCN Création d'un PA (00048725) pilote PAIDSPI (Romain Dupont pour Jean-Luc Annes), 1234C2016, échéance 31/03/2017, 1 action ROB pilote PACHAPI (Charlotte Balland)"" REX Classe 4 => PA réaffecté à PACHAPI";
"00048729 ";"DOCN";"IDS";"DI001 - MEA de PB900 AP913-01&02 ind 3 - 1234P2018 DAM";"03/11/16";"30/06/17";" ";"DAM";"PAIDSPI";;;;"APPROUVÉ";"17/11/16";"D";" CADRE : PAR CAMPAGNE CONTEXTE : PB900 AP913-01&02 ind 3 (CPY) APPLICABILITE : CPY DECLINAISON COMPLETE : NON d'autres productions sont en cours pour les métiers EL CH RO MT AU xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx CHARGE DE TRAVAIL : 40 h pour documentation site CHARGE DE TRAVAIL : 40 h pour intégration SI ********************************************************** Pour métier EL : ce PA est à croiser avec PA 45361 lié au courrier DI001 D0900CP1600051 Pour métier RO : partie VIV uniquement Pour le métier CH : DSI D200011011918 ind 01 Vis. complète refrigérant huile applicabilité CP1 uniquement COMMENTAIRES ILD AU CLIP 74 DU 02/11/2016 : ""Déclinaison incomplète. Fichiers XLS disponibles, attention aux activités déprescrites à tort qui seront remises à la prochaine FA Création d'un PA (00048729) pilote PAIDSPI (Romain Dupont) 1234P2018, échéance 30/06/2017, 1 action CHA pilote PACHAPI (Charlotte Balland), 1 action ROB pilote PACHAPI (Charlotte Balland), 1 action MEC pilote PAMECPI (Maxime Belpeer), 1 action ELE pilote PAMECPI (Maxime Belpeer), 1 action PAEXPPI (Rabah BEKRI pour Lionel GENTER), 1 action PAAUTPI (Mathieu PRADILLE) CLIP75: intégration PA45361 Cellule 6,6KV, PA DOCN à traiter en même temps que le PA 48091 => A rattacher au PA 48729 Msg SP du 27/12/2016 : correction PA Palier 45361 ajout PMRQ 1472/01 et 1473/04  qui ne sont pas remplacés dans action métier retrait PMRQ 1472/01 et 1473/04 des actions ILD COMMENTAIRE DU CLIP 78 DU 04/01/17 : CADRE : PAR CAMPAGNE CONTEXTE : PB900 AP913-01&02 indice 3 (CPY) partie PNPP1402/1403 PTR01 et 728VB APPLICABILITE : CPY DECLINAISON COMPLETE : OUI pour les PNPP1402/03 NON pour AP913-01-02 ind 3 , d'autres productions métiers EL, CH, RO, AU, MT, CO sont en cours pour les modules 9 et 10. Ce PA complète la production des modules 6 et 8 Les modules 1 à 8 sont totalement déclinés. CHARGE DE TRAVAIL : 10h pour documentation site CHARGE DE TRAVAIL : 10h pour intégration SI ********************************************** Ce PA DOCN est à croiser avec les PA DOCN  48091 et 45361 Il n'y a pas de courrier DI 001 Cl4 Les DSI on été intégrés aux LNDP Pas de PMRQ remplacés";
"00048748 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°234 à 235 NOV 2016";"03/11/16";"31/12/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"04/11/16";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°234 à 235 soit NOVEMBRE 2016. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. COMMENTAIRES ILD AU CLIP 74 DU 02/11/2016 : Création d'1PA(00048748) ""Intégration des DEDs SDIN FDD n°234& 235  pilote PAIDSILD, 1234C2016, échéance 31/12/2016 avec 1 action par métier";
"00048888 ";"DOCN";"SIR";"[PIE] - récipients SAR (hors EIP) toutes tr P/TEM 2017-2018";"08/11/16";"18/05/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"18/11/16";"D";" Note d'étude : D5140/NT/05.193 ind. d PIE0SAR001BA ind.7 / PIE0SAR012BA ind.8 / PIE1SAR006BA ind.7 / PIE1SAR014BA ind.7 / PIE1SAR015BA ind.6 / PIE2SAR006BA ind.7 / PIE2SAR014BA ind.6 / PIE2SAR015BA ind.6 PIE3SAR006BA ind.6 / PIE3SAR014BA ind.6 / PIE3SAR015BA ind.5 / PIE4SAR006BA ind.8 / PIE4SAR014BA ind.5 / PIE4SAR015BA ind.5 / PIE8SAR017BA ind.8/ PIE8SAR018BA ind.7 / PIE9SAR017BA ind.7/ PIE9SAR018BA ind.6 / PIE1SAR050BA ind.1/ PIE2SAR050BA ind.1/ PIE3SAR050BA ind.1/ PIE4SAR050BA ind.1/ Attention, ne pas confondre avec les équipements SAR classé EIP. Intégration du nouveau Guide Professionnel. Ajout des équipements SAR050BA installés en 2015/2016 0SAR012BA, 1à4SAR006BA, 1à4SAR014/015BA : suppression de la ZS I2. 0SAR001BA : suppression des ZS I2 et E2. Modifier les états descriptifs de certains des équipements : Voir document transmis par mail à MSR. Modification contrôles au niveau des soupapes, plus de contrôle de manoeuvrabilité lors de l'inspection périodique. Pour les équipements 1 à 4SAR050BA, ils sont protégés par les soupapes SAP141VA, SAP033VA, SAP034VA (équipements directeurs respectivement SAP003CO1, SAP001CO2, SAO002CO2). D'autre part ces équipements n'étant pas classés par EDF pour le risque incendie, le SIR admet qu'il n'y ait pas d'accessoire de sécurité en local sur l'équipement comme demandé dans la notice d'utilisation du fabricant. Cependant le SIR a émis la recommandation FR 2016/003 conseillant à l'exploitant de se conformer à la notice d'utilisation.";
"00049638 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°236 à 237 NOV 2016";"22/11/16";"31/12/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"22/11/16";"D";" COMMENTAIRE ILD AU CLIP 75 DU 18/11/2016 : Création d'1PA00049638) ""Intégration des DEDs SDIN FDD n°236 et 237 pilote PAIDSILD, 1234C2016, échéance 31/12/2016 avec 1 action par métier";
"00050505 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°238 à 239 DEC 2016";"02/12/16";"31/01/17";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"02/12/16";"D";" COMMENTAIRE ILD AU CLIP 76 DU 30/11/2016 : Création d'1PA(00050505) ""Intégration de la  DED SDIN FDD n°238 & 239  pilote PAIDSILD 1234C2016 échéance 31/01/2017 avec 1 action par métier";
"00050507 ";"DOCN";" ";"DI001- MEA de DA STE RPR IPCTEM2017 DAM";"02/12/16";"30/06/17";" ";"DAM";"PASURPRCH3";;;;"APPROUVÉ";"09/01/17";"D";" CADRE :EVENEMENTIEL CONTEXTE : DA STE RPR APPLICABILITE : CPY DECLINAISON COMPLETE : OUI CHARGE DE TRAVAIL : 20h pour documentation site CHARGE DE TRAVAIL : 20h pour intégration SI ********************************************************* déclinaison partielle pour la modification PNPP1474 dans les EPC ECU 021 et EPC ECU 040C Un courrier DI 001 complémentaire sera réalisé ultérieurement COMMENTAIRE ILD DU CLIP 76 DU 30/11/2016 : Déclinaison complète pour le DA STE RPR. partielle pour la PNPP1474 Création d'1 PA (00050507) pilote PASURPRCH3 (Cécile POLO pour Youssef CHAYAH), IPCTEM2017, échéance 27/02/2017, 1 action SCO pilote PAEXPPI (Rabah BEKRI pour Lionel GENTER), 1 action AUTO pilote PAAUTPI (Mathieu PRADILLE), 1 action SSI (PADOCPRDOC) === ILD : correcion échéance suite passage IPCTEM2018 ==== Trop impactant pour les AT 2017, les modifications au titre de l'IPC impacteraient les Dossiers d'AT 2017 => à repousser en fin de campagne d'AT 2017. Butée au 30/06 pour les PMRQ et 1 mois après dernier AT pour mise en place Doc sur tranche";
"00050916 ";"DOCN";"SIR";"[PIE] - récipient GHE001DZ 1234P 2017-2018";"09/12/16";"28/06/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"28/12/16";"D";" Note d'étude : D5140/NT/07.039 ind. c PIE1GHE001DZB ind. 14 / PIE2GHE001DZB ind. 11 PIE3GHE001DZB ind. 12 / PIE4GHE001DZB ind. 11 Suppression des mesures compensatoires à I1. Modification selon l'AQUAP 2006/01 : visuel interne à l'endoscope, sinon réalisation du test hydraulique à la PS en requalification périodique. UT Mep selon l'AQUAP 2006/01 lors de la requalification périodique.";
"00051201 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°240 à 241 DEC 2016";"15/12/16";"05/02/17";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"16/12/16";"D";" COMMENTAIRES ILD AU CLIP 77 DU 14/12/2016 : Création d'1PA(00051201) ""Intégration des  DED SDIN FDD n°240 & 241  pilote PAIDSILD 1234C2016 échéance 05/02/2017 avec 1 action par métier";
"00051202 ";"DOCN";" ";"DI001 - DP331 - FREINAGE VISSERIE MAT EIP - 13P17-24P18 DAM";"15/12/16";"31/12/17";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"19/12/16";"D";" COMMENTAIRES ILD AU CLIP 77 DU 14/12/2016 : DP331 à l'état de pré-diffusion Création d'1 PA (00051202) pilote PAIDSPI (Romain DUPONT pour Bastien Lanen), 1 action MTE pilote  PAMECPI (Maxime Bepeer), 13P2017, 24P2018,échéance 28/02/2017";
"00051202 ";"DOCN";" ";"DI001 - DP331 - FREINAGE VISSERIE MAT EIP - 13P17-24P18 DAM";"15/12/16";"31/12/17";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"19/12/16";"S";"Planification des contrôles effectués. NIR disponible dans l'onglet document.";
"00051226 ";"DOCN";"CHA";"DI001 - DP320-MEA CTRL TV RECH FISSURAT-13P2017-24P2018 DAM";"15/12/16";"15/08/18";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"19/12/16";"A";" AIR: contrôle visuel ou télévisuel des semelles soudées de supports de tuy de l'îlot Nucléaire pour recherche de fissuration par corrosion sous contrainte. Recherche d'émergences de fuite et/ou d'acide borique cristallisé. les fiches descriptives de tous les supports concernés sont dans: D455016059867 DP320 et D455016059248 DP320. Ces contrôles sont à effectuer suivant la D455032112759 ind 2. l'examen visuel ou télévisuel des semelles de supports sont à réaliser lors de la 1ère visite pour maintenance (VP/VD) débutant à partir du 1er juin 2017 pour les supports à hauteur d'homme et en zone accessible et lors de la 2nd visite pour maintenance (VP/VD) débutant à partir du 1er juin 2017 pour les supports nécessitant un moyen de contrôle à distance et/ou situés dans des locaux dosants (zones orange-rouge)et/ou condamnés. Les supports siyués dans des zones rouges sont: Supports PF5916 des lignes 2-4 PTR010TY dans local R662 Supports PF5735 des lignes 1-3 PTR010TY dans local R622 Support PF5916 bis de la ligne 2PTR013TY dans local ND340. Pour réaliser les contrôles du support PF5916 bis de la ligne 2PTR013TY, l'utilisation d'un char téléguidé est necessaire. Si une fuite est mise en évidence, la réparation sera instruite au plus tôt, la portion de tuy déposée  sera envoyée au CEIDRE à Chinon pour expertise et la stratégie d'extension des contrôles sera alors définie par l'UNIE. Les résultats de tous les relevés sont à transmettre sous un mois à UNIE/GMAP/TGC";
